merchant_mask;gen_industry;segment_type;in_market;gmv;orders;shows;above_market_shows;below_market_shows;clicks;do_clicks;share_above_market;share_below_market;share_normal;share_too_few_offers
Уралтерполис;Other;medium;no_market;1643;15;144188;3880;3130;3593;161;;0,6228;0,2637;0,0773
Севериск;Home;medium;no_market;342824;25;187741;7731;5994;3238;161;;0,6211;0,1281;0,0342
Ясвинсково;Other;nano;no_market;0;0;32516;0;0;759;161;;0,0641;0,9264;0
Оронпорт;DIY;small;no_market;22147;11;271369;3;19;4609;161;;0,2864;0,4665;0,0683
Малухилл-7185;Fashion;small;no_market;165;3;23174;0;0;505;161;;;;
Чистхолмсково-7186;Home;small;no_market;3653;1;25350;0;0;1099;161;;0,8776;0,0408;0,0051
Нордаорск;Other;medium;no_market;77585;4;53011;0;0;1721;161;;0,5123;0,2656;0,1102
Радуорск;Home;medium;no_market;100331;5;100036;367;307;2072;161;;0,4767;0,3892;0,1113
Мирисково;DIY;small;no_market;2137;37;256757;18215;14147;8749;161;;0,4106;0,3363;0,0286
Россточестер-7190;DIY;medium;no_market;933;9;62869;916;694;2346;161;;0,3013;0,4107;0,0122
Велгрининск;FMCG;medium;no_market;9536;2;30476;8164;1435;805;161;;0,4398;0,5463;0,0139
Терстокент-7192;CEHAC;medium;no_market;609136;12;161908;26483;13209;4243;161;;0,5867;0,3397;0,0122
Волсточестер;DIY;nano;no_market;463;5;58921;136;227;1433;161;;0,326;0,3398;0,0714
Берхолмино;Home;medium;no_market;376;1;80997;0;0;2137;161;;;;
Теруово;DIY;nano;no_market;0;0;33984;0;0;605;161;;0,9189;0,0811;0
Солнгринистан;Other;small;no_market;1075;3;52223;59;56;1054;161;;0,2642;0,3282;0,3326
Финоремир;FMCG;small;no_market;72;2;33103;0;0;678;161;;;;
Старстопорт;DIY;small;market;245;4;56076;6588;5566;1239;161;;0,2578;0,127;0,6152
Ясовполис;CEHAC;nano;no_market;35947;3;78642;26831;11824;2452;161;;0,8414;0,1579;0
Лесольполис;DIY;small;no_market;77;3;38188;0;0;725;161;;;;
Камелкент;CEHAC;nano;no_market;0;0;26424;17212;3915;566;161;;0,9064;0,0293;0,0247
Устокент;DIY;medium;no_market;27;2;61109;595;551;1995;161;;0,2938;0,487;0,0036
Тадельсково;CEHAC;small;no_market;19196;5;117137;55601;42493;1720;161;;0,2474;0,5553;0,0088
Радилвиль;DIY;small;no_market;736;13;153999;6389;4215;3429;161;;0,6223;0,2578;0,028
Холвилвиль-7205;DIY;nano;no_market;497;4;44547;118;92;1031;161;;0,2857;0,2963;0,0317
Озермархилл;DIY;nano;no_market;55;1;25619;260;0;690;161;;0,9603;0,0132;0
Портовхилл;DIY;nano;market;6464;1;31463;13687;3113;621;161;;0,7809;0,1193;0,0545
Нордорридж;Other;nano;no_market;0;;15768;0;0;454;161;;;;
Речабург;Pharma;medium;no_market;49725;14;127523;26659;27037;3016;161;;0,3378;0,4108;0,0355
Эльанвиль;DIY;nano;no_market;0;0;29568;0;0;849;161;;;;
Светавск;DIY;nano;no_market;0;0;10371;0;0;414;161;;;;
Озертерград;CEHAC;medium;no_market;6406;23;284092;648;1587;5022;160;;0,3208;0,5717;0,0597
Долтерпорт-7213;Other;small;no_market;1845;1;25367;0;0;916;160;;;;
Ладинбург-7214;DIY;medium;no_market;479613;15;364688;2573;1010;7383;160;;0,807;0,1855;0,0041
Лесовиль;DIY;medium;no_market;0;0;55821;4;1;2039;160;;0,5136;0,4818;0,0045
Уралесково;DIY;small;no_market;0;0;51366;2789;797;1505;160;;0,5971;0,2853;0,0248
Жаркарбург;Home;small;no_market;62317;13;48761;0;0;995;160;;0,4936;0,051;0,3993
Радельридж;CEHAC;small;no_market;1115;4;17198;9;9;953;160;;0,5807;0,2125;0,1048
Нордмарридж;Other;medium;no_market;3025;7;129573;202;132;2108;160;;0,5997;0,247;0,1121
Долгринистан;Fashion;small;no_market;12199;7;119636;0;0;1881;160;;;;
Каморбург;FMCG;small;no_market;0;;74945;568;0;881;160;;;;
Речепорт;Home;medium;no_market;0;0;35325;0;0;1369;160;;0,4349;0,0409;0,4424
Долхолмхилл;Other;nano;no_market;0;0;35807;0;0;1142;160;;0,8313;0,0954;0,0247
Устмарск;DIY;nano;no_market;0;0;40503;374;565;1001;160;;0,0871;0,3948;0,0754
Даркароград-7225;Pharma;medium;no_market;3729;3;48755;130;28;1330;160;;0,7339;0,2366;0,0027
Северевпорт;;no_market;0;0;30844;0;0;367;160;;;;;
Иломполис;FMCG;small;no_market;40984;11;52928;459;121;2400;160;;0,4242;0,2971;0,1494
Речальчестер;Other;medium;no_market;11;1;131809;107;90;1598;160;;0,7044;0,2657;0,0076
Долилхилл;Other;small;no_market;33;5;110288;0;0;1397;160;;0,6549;0,1848;0,0799
Речмарельск;Other;medium;no_market;1214;3;72294;1997;1575;1467;160;;0,5877;0,3078;0,0585
Речапорт;CEHAC;medium;no_market;36381;2;321805;26816;20518;28196;160;;0,407;0,4723;0,0084
Мироск;DIY;small;no_market;495;1;36524;185;71;883;160;;0,3677;0,4361;0,0446
Северкарград;Home;small;no_market;40592;3;58091;3;3;1208;160;;0,4377;0,4;0,0469
Лесдорорск;CEHAC;small;no_market;3387;4;57989;502;2278;2089;160;;0,0484;0,1349;0,6648
Таервиль;FMCG;medium;no_market;79422;10;91334;50361;33736;1858;160;;0,5361;0,3405;0
Невольхилл;DIY;medium;no_market;500;1;361815;0;0;6693;160;;0,0126;0,9874;0
Елевридж;Home;medium;market;1195;5;94585;0;0;2399;160;;0,2465;0,032;0,5639
Волербург;CEHAC;small;no_market;17675;7;52004;0;0;1042;160;;0,4249;0,0078;0,5337
Ладмаркент;Home;small;no_market;130354;8;71185;6740;658;1683;160;;0,9035;0,083;0,0088
Фингринсково;DIY;nano;no_market;19;2;63233;343;184;1492;160;;0,4427;0,4173;0,0232
Ладстоемир;DIY;small;market;1735;6;86671;127;1;1832;160;;0,8334;0,1357;0,0087
Малмартаун;DIY;small;no_market;325;1;35950;21088;3164;747;160;;0,8726;0,0612;0,0021
Солнярхилл-7243;CEHAC;medium;no_market;4999;1;282514;147091;126928;3163;160;;0,2646;0,7041;0,0034
Уралдорград;CEHAC;small;no_market;47;3;63330;1890;1826;1576;160;;0,1964;0,4453;0,1341
Тихихилл;Other;small;market;33;3;83974;284;237;1461;160;;0,6653;0,2975;0,023
Ярилполис;Fashion;small;no_market;2365;14;97686;0;0;1344;160;;;;
Северерхилл;CEHAC;small;no_market;29195;24;69554;8366;7595;2132;160;;0,2139;0,6325;0,017
Светорельск-7248;CEHAC;nano;no_market;72748;6;51385;16106;3669;1182;160;;0,709;0,2274;0,0079
Светикент;Fashion;small;no_market;1099;1;238775;0;0;2052;160;;0,7066;0,22;0,0036
Малвинино;Home;nano;no_market;10821;2;87501;5754;4574;956;160;;0,3828;0,4179;0,0588
Мирланинск;Home;medium;no_market;64625;3;79381;0;0;1620;160;;0,8;0,2;0
Финбринпорт;CEHAC;nano;market;3478;2;26276;1125;280;1493;159;;0,6272;0,2014;0,0857
Приуюоград;DIY;nano;no_market;8648;3;31239;0;0;580;159;;;;
Яринистан;Other;medium;market;410702;3;127490;4369;4345;1819;159;;0,6515;0,2801;0,0288
Орвиноград-7255;Other;medium;no_market;12635;11;112388;0;0;4474;159;;0,8019;0,0348;0,1324
Мировград-7256;CEHAC;nano;no_market;200;2;32890;158;75;1011;159;;0,5196;0,2905;0,1229
Портбургинск;CEHAC;nano;no_market;7635;4;51684;9796;7716;721;159;;0,3566;0,3654;0,0216
Росольоград;DIY;small;no_market;77904;6;60535;178;80;1095;159;;0,7046;0,2395;0,0401
Лунонсково;FMCG;small;market;28508;3;49006;36664;16039;977;159;;0,5787;0,3371;0,0098
Росвилск;Other;nano;market;126;4;49922;0;0;1189;159;;0,1026;0,0085;0,8568
Тихмирчестер;DIY;small;no_market;545;3;79167;115;23;2000;159;;0,5825;0,2366;0,0342
Форенбург;Fashion;small;no_market;11825;1;62387;0;0;1055;159;;0,9835;0;0,0165
Речатаун;Other;medium;no_market;2068000;15;194707;59041;52908;8781;159;;0,3932;0,443;0,0151
Малуюполис;CEHAC;small;no_market;122;4;46831;29;20;1259;159;;0,788;0,1409;0,0087
Старенвиль-7265;Other;small;no_market;15275;9;72739;0;0;2306;159;;0,1098;0,7317;0,1098
Яргринино;CEHAC;nano;market;0;0;78341;24129;30802;1100;159;;0,1733;0,4261;0,0272
Скалбургсково;CEHAC;small;no_market;6825;3;66746;5806;2124;2095;159;;0,5598;0,2308;0,0178
Лункартаун;Fashion;small;market;5106;2;44847;157;160;673;159;;0,7662;0,2171;0,0136
Армархилл;DIY;medium;no_market;100;1;118219;195;216;2032;159;;0,2083;0,6272;0,0171
Приирпорт;CEHAC;nano;no_market;0;0;102071;74709;33453;1450;159;;0,6397;0,2644;0,0049
Волкарчестер-7271;Other;medium;no_market;0;0;139971;2;4;3869;159;;0,4095;0,1534;0,3293
Прифордград;CEHAC;medium;no_market;157022;41;188073;24182;18436;3752;159;;0,6662;0,2685;0,0251
Светавсково-7273;DIY;big;no_market;6153764;42;208908;0;0;7369;159;;0,2019;0,1751;0,4182
Волдортаун;CEHAC;small;no_market;182;2;34647;22504;12895;737;159;;0,4239;0,3521;0,0021
Клинмирридж;Other;medium;no_market;700;3;141621;735;564;2543;159;;0,4659;0,2352;0,0025
Нордуемир;CEHAC;nano;no_market;14;3;32692;63;37;939;159;;0,8113;0,1321;0
Белфордбург-7277;Other;small;no_market;5901;8;127834;0;0;5433;159;;0,2157;0,3367;0,3482
Елевбург-7278;DIY;medium;market;327853;5;68486;256;286;2616;159;;0,5582;0,1832;0,0895
Озерорхилл-7279;DIY;medium;market;65;2;19434;8;3;1192;159;;0,6822;0,0561;0,1028
Южонельск;DIY;medium;no_market;30073;7;98062;9;9;2315;159;;0,599;0,0859;0,0092
Уралстовиль;CEHAC;small;no_market;0;0;49699;33631;5927;890;159;;0,842;0,1489;0,0038
Озербургполис;DIY;nano;no_market;15;3;39152;11431;8700;1459;159;;0,861;0,0507;0,004
Приелкент-7283;Fashion;medium;no_market;6695;2;98511;0;0;1147;159;;0,6392;0,0036;0
Южбургск-7284;DIY;small;no_market;0;0;26948;60;45;671;159;;0,8194;0,1718;0
Царарино;DIY;medium;no_market;256934;6;97938;1860;692;1768;159;;0,6125;0,313;0,02
Веланорск;Fashion;medium;no_market;3748;6;178648;328;250;1795;159;;0,9165;0,0582;0,0084
Малмарполис-7287;DIY;small;no_market;105023;13;33711;3486;1803;1725;158;;0,3372;0,4094;0,1576
Волуюск;CEHAC;small;no_market;135134;2;127410;33688;19943;2175;158;;0,6344;0,2764;0,0048
Ладельсково-7289;Fashion;small;no_market;325;1;139207;0;0;2170;158;;0,4;0;0
Форлантаун;FMCG;medium;no_market;103986;9;74616;22247;17760;2158;158;;0,7474;0,1254;0,0575
Северорридж;CEHAC;nano;no_market;56;9;53487;1143;16;1398;158;;0,8293;0,0489;0,0107
Жарвилорск-7292;Home;nano;no_market;0;0;12315;0;0;368;158;;0,7564;0,2115;0,0321
Териово-7293;DIY;small;no_market;68082;15;196914;10282;5824;3883;158;;0,6544;0,2987;0,015
Чистовсково;DIY;nano;no_market;445;2;79183;639;449;1779;158;;0,7747;0,1305;0,0657
Белдельемир-7295;DIY;medium;no_market;1276500;9;119662;22360;7771;4819;158;;0,7988;0,1262;0,0072
Волукент;DIY;medium;no_market;0;0;81602;0;0;1879;158;;1;0;0
Ясдорбург;DIY;nano;no_market;27;1;20028;138;30;656;158;;0,3551;0,5398;0,036
Клинавсково;Other;nano;no_market;414;3;60427;0;0;748;158;;0,2933;0,0356;0,6074
Порткархилл;Other;small;no_market;3644;2;43618;604;347;1129;158;;0,7787;0,1485;0,0253
Лунхолмград;Pharma;small;market;1616;13;57924;13278;5807;1791;158;;0,6686;0,1544;0,0215
Лункарск;DIY;nano;no_market;3075;4;51565;779;428;1354;158;;0,2489;0,4623;0,1034
Волтерпорт;CEHAC;nano;no_market;368;7;47597;680;566;1322;158;;0,4344;0,3788;0,0609
Каминсково;Fashion;small;no_market;32668;2;88959;0;0;1071;158;;;;
Елмирсково;Fashion;medium;no_market;0;0;203497;0;0;951;158;;;;
Лесполполис;Other;nano;no_market;184707;10;205372;19290;13582;3518;158;;0,5408;0,2583;0,0226
Приайридж;DIY;small;no_market;29591;31;68026;178;146;3526;158;;0,5724;0,418;0
Миряроград-7307;Home;medium;no_market;22608;5;139794;6918;13212;2445;158;;0,2423;0,5634;0,0267
Северкаремир;DIY;small;no_market;564;3;122900;2903;2342;2775;158;;0,4492;0,2902;0,0213
Роскарридж;CEHAC;medium;no_market;162;4;124351;60348;30346;1263;158;;0,7046;0,2359;0,0001
Радгриноград;DIY;small;no_market;44146;3;63338;6650;2268;1434;158;;0,8924;0,0855;0,0166
Чистфордпорт;Other;nano;no_market;0;0;26842;0;0;1538;158;;0,7284;0,214;0,0203
Речевчестер;Other;medium;no_market;1084;14;63174;0;0;1371;158;;0,6253;0,0448;0,2993
Стардельинск;DIY;medium;no_market;414;5;169111;304;9;3797;158;;0,7926;0,1614;0,0275
Чистерорск;DIY;medium;no_market;1158;9;229628;2646;4;3687;158;;0,9482;0,0346;0,0157
Царгринсково;CEHAC;nano;no_market;0;0;30770;5060;1690;922;158;;0,7784;0,1697;0,0124
Холополис;FMCG;medium;no_market;33746;2;82405;20849;14254;1378;158;;0,7959;0,1395;0,0108
Зорфордтаун;DIY;nano;no_market;19;2;86283;140;118;1134;158;;0,7883;0,1737;0,0157
Южстовиль;Home;small;no_market;63586;16;98085;25;33;3347;158;;0,1034;0,8717;0,025
Гордорельск;DIY;nano;no_market;0;0;12393;0;0;423;158;;;;
Радольград;Other;medium;no_market;0;0;39860;0;0;743;158;;;;
Ярорбург;DIY;medium;no_market;98639;23;46466;0;0;2110;158;;0,4795;0,4206;0,0851
Таеремир;;no_market;0;0;221541;0;0;1655;158;;;;;
Финоино-7323;Home;nano;no_market;1754;1;41566;0;0;926;158;;;;
Порткарпорт;Home;nano;market;9845;4;89299;4796;3366;1586;157;;0,5873;0,3075;0,0599
Волелемир;DIY;medium;market;439;8;54644;3424;1281;1627;157;;0,6687;0,2524;0,0247
Холонемир;DIY;medium;market;45999;2;42078;3517;2292;1398;157;;0,4979;0,3797;0,0683
Эльвинтаун-7327;Pharma;medium;market;815;5;75084;3189;2767;2831;157;;0,5639;0,2774;0,0656
Жармархилл;FMCG;small;no_market;0;0;37201;0;0;1122;157;;0,7173;0,0286;0,2527
Северайельск;Other;small;no_market;1975;4;88759;0;0;2231;157;;0,307;0,4233;0,041
Портооград;Home;small;no_market;0;0;86901;0;0;1750;157;;0,1935;0,0363;0,0403
Бераград;Other;medium;no_market;100;1;47451;19428;13261;1763;157;;0,7575;0,1828;0,0072
Белстохилл;Home;small;no_market;4265;2;69003;0;0;1611;157;;;;
Форавинск;DIY;small;no_market;14955;19;134815;0;0;5466;157;;0,375;0,0833;0
Клингринсково;CEHAC;medium;no_market;2725;6;76578;18498;6789;1695;157;;0,622;0,2001;0,0527
Мироинск;Other;nano;no_market;3142;2;50108;2786;2432;934;157;;0,5041;0,3284;0,0139
Старольсково;Fashion;medium;no_market;435;1;201451;0;0;2782;157;;;;
Ясбринридж;DIY;small;no_market;656;5;109086;5592;981;4152;157;;0,6538;0,1937;0,0294
Светвилкент;Fashion;nano;no_market;12;3;94818;0;0;1039;157;;0,0705;0,0072;0,9007
Лесоорск-7339;CEHAC;nano;no_market;0;0;10999;3083;1207;642;157;;0,6591;0,3409;0
Светанвиль;DIY;medium;no_market;26334;1;91982;0;0;2176;157;;0,1705;0,4138;0,0108
Ареворск;CEHAC;nano;no_market;0;0;21606;14599;1423;647;157;;0,9231;0,0702;0,0006
Светелькент;Other;small;no_market;11139;4;42389;0;0;719;157;;0;1;0
Речуюпорт-7343;Other;small;no_market;97253;6;91073;0;0;3910;157;;0,2917;0,1964;0,4527
Белдельистан;DIY;medium;no_market;10325;2;82347;0;0;2316;157;;0,1038;0,4961;0,0053
Форайино;DIY;small;no_market;31804;6;121688;16998;6145;2867;157;;0,5898;0,3123;0,0122
Невмарридж;DIY;small;no_market;4152;6;62574;621;445;1538;157;;0,4801;0,2488;0,0592
Белвилтаун;Fashion;nano;no_market;4081;1;20716;0;0;753;157;;;;
Радельсково;DIY;medium;no_market;0;0;82445;0;0;1693;157;;;;
Волольтаун;DIY;nano;no_market;86893;5;43721;0;0;1598;157;;;;
Скаларемир;FMCG;nano;no_market;275;2;63014;0;0;1073;157;;0,4449;0,2559;0,1743
Царовград;CEHAC;nano;no_market;0;0;73097;12059;5981;1672;157;;0,412;0,3629;0,0154
Жарярорск;CEHAC;medium;no_market;3441325;49;770849;112541;26939;9248;157;;0,8112;0,1832;0,0018
Портстоельск;FMCG;medium;no_market;8729;3;119652;0;0;2580;156;;0,189;0,2622;0,0854
Приоск;FMCG;medium;no_market;225;1;92033;562;172;1281;156;;0,4649;0,4225;0,0555
Чиствилвиль-7355;DIY;medium;no_market;6949;2;35283;0;0;1080;156;;0,5363;0,126;0,3361
Мирорвиль-7356;Other;small;market;325;1;61723;289;96;1754;156;;0,6401;0,142;0,0975
Камоввиль;Other;medium;no_market;0;0;31282;0;0;430;156;;0;0;1
Речвилкент-7358;CEHAC;nano;no_market;125;13;73388;667;93;3299;156;;0,9442;0,0196;0,0212
Чистдоринск;Home;small;no_market;341;1;33598;0;0;1179;156;;0,8302;0,0189;0,1321
Волаворск;Other;small;no_market;453;3;43075;7698;7749;1181;156;;0,4174;0,4618;0,0043
Росуоград;Other;big;no_market;7233;4;154431;332;330;3774;156;;0,718;0,1696;0,0653
Белинбург;DIY;nano;no_market;13285;3;73929;25057;3030;1249;156;;0,4219;0,544;0,0216
Мирирполис;DIY;nano;no_market;42509;1;33792;0;0;758;156;;0,6271;0,3383;0,008
Елельчестер;DIY;nano;no_market;0;0;54611;764;674;1372;156;;0,5842;0,3153;0
Северкарчестер;DIY;small;no_market;52799;5;74929;6423;664;1783;156;;0,8191;0,1385;0,0272
Скалольград;DIY;small;no_market;44;3;93613;0;0;3620;156;;1;0;0
Аркарск;Other;small;no_market;3553;1;108130;0;0;1416;156;;0,9109;0;0,0891
Жардорхилл;DIY;medium;no_market;0;0;67846;384;263;1218;156;;0,4487;0,3736;0,0454
Клиняркент;CEHAC;small;market;130;4;61239;40207;19639;1246;156;;0,655;0,3098;0,0041
Эльланпорт;DIY;small;no_market;75811;19;108288;300;84;2527;156;;0,8472;0,1376;0,0025
Илурбург;DIY;small;no_market;2771;1;46226;0;0;778;156;;0,816;0,0446;0,0025
Мирдельридж;FMCG;medium;no_market;66219;20;359454;131072;117551;5491;156;;0,4937;0,415;0,0058
Ярмирск;CEHAC;nano;no_market;0;0;241332;45;3;2151;156;;0,5284;0,1276;0,1165
Тихмиртаун;Other;small;no_market;0;0;90495;0;0;2232;156;;0,5358;0,1655;0,2534
Эльбургсково;FMCG;small;no_market;56;4;66139;33454;10294;3379;156;;0,756;0,2217;0,0039
Ладхолмемир;DIY;small;no_market;423068;2;142236;452;108;2287;156;;0,3632;0,178;0,0001
Даренполис-7377;Home;medium;market;176224;5;196962;0;0;4045;156;;0,0406;0,1899;0,7335
Ладоово;Home;nano;no_market;25;1;14108;0;0;426;156;;1;0;0
Клинанино;Home;nano;no_market;2485;7;52841;1;0;1404;156;;0,4307;0,2264;0,1083
Ясдорорск;DIY;small;no_market;1325;2;23984;63;55;1116;156;;0,9585;0,0289;0,0059
Привилельск;CEHAC;nano;no_market;561;1;897626;10053;6743;5909;156;;;;
Чистгриноград;Other;nano;no_market;4399;1;18463;2875;3279;430;156;;0,785;0,2125;0
Луноистан;CEHAC;small;no_market;243173;10;172853;45085;27060;2297;156;;0,5881;0,2837;0,0111
Малальвиль;DIY;small;no_market;482;4;68355;0;0;1585;156;;;;
Нованчестер-7385;FMCG;small;no_market;0;0;64190;5308;3432;936;156;;0,5446;0,2497;0,0571
Миревтаун;Fashion;small;no_market;14017;6;137540;0;0;1362;156;;1;0;0
Зорбринино-7387;Pharma;nano;no_market;165;3;39248;2654;2351;1067;156;;0,6692;0,1898;0,0105
Долайсково;Other;small;market;10622;6;173205;292;182;2847;156;;0,4585;0,4359;0,0275
Новирград;FMCG;nano;no_market;0;0;76706;0;0;2014;156;;0,6881;0,1925;0,0359
Велвилсково;DIY;nano;no_market;0;0;22945;282;67;476;156;;0,3592;0,4273;0,0105
Форвинельск-7391;Other;medium;no_market;142301;9;211618;3322;2938;4958;156;;0,6396;0,1745;0,099
Уствинистан;Other;small;no_market;76;5;66716;970;680;2179;156;;0,675;0,1822;0,0651
Цареново-7393;Pharma;medium;market;1005337;119;205978;16820;16853;6309;156;;0,9428;0,0417;0,0055
Дарортаун;FMCG;medium;no_market;146417;8;186623;48073;23354;3485;155;;0,7452;0,0358;0
Невенистан;CEHAC;medium;no_market;309831;3;120476;40909;26093;1859;155;;0,4801;0,3352;0,0161
Усткарридж;Other;nano;no_market;80;5;88137;5332;2814;1375;155;;0,5372;0,2955;0,0084
Ясланридж;CEHAC;nano;no_market;1305;6;35225;9271;3154;695;155;;0,7244;0,1655;0,0179
Южеристан;Home;nano;no_market;65;2;25786;0;0;676;155;;0,9891;0;0
Речярово-7399;Other;medium;no_market;3;1;31998;0;0;945;155;;0,1538;0;0,1538
Радоввиль-7400;DIY;nano;no_market;332;2;79205;4513;3678;2275;155;;0,5509;0,3298;0,0283
Беромск;CEHAC;nano;no_market;87;4;89190;1546;1739;3218;155;;0,3857;0,3121;0,0878
Невбринпорт;Other;nano;no_market;305;5;135260;0;0;1720;155;;0,1861;0,0123;0,097
Старомбург-7403;DIY;medium;no_market;435;2;66434;377;152;2017;155;;0,9764;0,0047;0
Таальск;FMCG;small;market;368;8;67084;0;0;1455;155;;0,6755;0,1733;0,0017
Теркарград;DIY;medium;market;0;0;83380;0;0;1804;155;;;;
Дарстооград;DIY;small;no_market;325;1;40745;0;0;838;155;;0;0;0
Радисково;Other;nano;no_market;0;0;86886;4438;3043;1710;155;;0,3118;0,3306;0,1751
Цархолмово;Fashion;medium;no_market;0;0;218146;0;0;1772;155;;0;0,7851;0
Велольридж;CEHAC;medium;no_market;16219250;32;370427;114705;117193;6683;155;;0,4466;0,2712;0,001
Приайпорт;FMCG;medium;no_market;92656;18;246830;46607;22322;3431;155;;0,9012;0,0867;0,0078
Доленсково;CEHAC;small;no_market;1385;6;90883;11807;7102;2464;155;;0,3149;0,43;0,0278
Росилорск;Fashion;nano;no_market;27;2;90463;0;0;1730;155;;;;
Приевск;DIY;small;no_market;2485;7;132481;359;311;3717;155;;0,373;0,4917;0,0108
Велхолмполис;Other;small;no_market;875;2;43317;0;0;2482;155;;0,1998;0,1868;0,4163
Долуоград;Other;nano;no_market;0;0;19130;0;0;1006;154;;0,2642;0,056;0,6195
Речдорчестер;Home;small;no_market;0;0;28203;0;0;860;154;;0,0797;0,413;0,2065
Устмарбург;CEHAC;small;no_market;10625;13;95879;615;119;2511;154;;0,9068;0,0817;0,0015
Светальвиль;Other;small;no_market;15435;11;312858;16207;15286;5080;154;;0,37;0,4763;0,0579
Тихансково;Home;big;no_market;1281100;6;703308;0;0;9918;154;;0;0,2;0
Уралельсково;DIY;small;no_market;13538;4;63426;29;0;1711;154;;0,4958;0,23;0,2276
Севервилград;CEHAC;small;no_market;3007;2;118011;10396;8517;2131;154;;0,6553;0,1327;0,0013
Лунелпорт;Other;medium;no_market;40;3;79063;349;240;1194;154;;0,4461;0,5137;0,0124
Новукент-7423;DIY;medium;no_market;0;0;278615;2;3;3149;154;;0,7792;0,1143;0,021
Портфордово-7424;CEHAC;small;no_market;3545;5;75421;41769;3395;1241;154;;0,8735;0,1045;0,0116
Речбринполис;;no_market;0;0;84132;0;0;1819;154;;0,5385;0,1026;0,359;
Арвинорск;Other;small;no_market;253;15;90111;2;0;1850;154;;0,6968;0,2455;0,0409
Радвинридж-7427;CEHAC;small;market;55;1;85245;13163;20159;1866;154;;0,2796;0,3226;0,1169
Зоренпорт;Home;medium;no_market;0;0;41363;0;0;1009;154;;0,0417;0,3912;0,2106
Солнмарчестер-7429;Other;medium;no_market;3475;17;103980;3367;3473;2960;154;;0,6076;0,0693;0,3082
Ураланпорт-7430;FMCG;medium;no_market;325;1;45196;32;73;733;154;;0,0455;0,1818;0
Ясольридж;CEHAC;medium;no_market;84965;6;157890;7911;6998;3579;154;;0,6941;0,1534;0,0354
Нордгринемир;CEHAC;nano;no_market;22892;4;41132;6739;5100;596;154;;0,3534;0,521;0,0079
Орполчестер-7433;Other;medium;no_market;38;2;91564;86;76;2283;154;;0,9821;0,0006;0
Камстоград;Other;medium;no_market;664472;27;289253;0;0;8930;154;;0,7858;0,1499;0,0525
Форайкент;DIY;nano;no_market;0;0;30531;101;91;1373;154;;0,2427;0,2719;0,0409
Оравкент;Home;small;no_market;163395;17;57179;1409;390;1048;154;;0,7404;0,0853;0,0499
Жариристан;DIY;nano;no_market;4277;12;64576;3552;3009;992;154;;0,4339;0,4137;0,005
Финавсково;Fashion;medium;market;11477;5;34047;95;73;1864;154;;0,9113;0,0119;0,0164
Старилград;DIY;nano;no_market;0;0;52875;0;0;1065;154;;0,764;0,1685;0
Елстопорт;DIY;small;no_market;0;0;86963;0;0;1982;154;;;;
Ясольсково;CEHAC;medium;no_market;6788;13;56219;74;54;1862;154;;0,6229;0,2217;0,0046
Мириртаун-7442;Other;nano;no_market;1185;3;39846;0;0;1743;154;;0,6575;0,3394;0,0026
Озербринино;DIY;nano;no_market;61;4;16794;0;0;444;154;;;;
Ормирвиль;Other;medium;no_market;5515;9;134668;816;153;3430;154;;0,5649;0,4026;0,0048
Клинонино;CEHAC;small;no_market;58818;2;49784;17621;18774;1128;154;;0,3079;0,4097;0,0338
Нординтаун;DIY;small;no_market;515488;5;37412;740;182;822;154;;0,5315;0,3642;0,0029
Зорвинпорт;Other;nano;no_market;12;1;41337;0;0;1390;154;;0,7314;0,1138;0,062
Береоград-7448;CEHAC;small;no_market;0;0;86891;198;68;2030;154;;0,8377;0,089;0,0325
Ладдельово-7449;DIY;small;market;2507;24;281486;8;8;5019;154;;0,4054;0,1312;0,2357
Мирполчестер;CEHAC;small;no_market;0;;17851;11486;3557;423;154;;0,6515;0,2535;0
Гордельпорт-7451;Other;small;no_market;1082;2;45540;0;0;932;154;;0;0,8298;0,1702
Озеромтаун;Other;small;no_market;655;4;75695;19108;5180;1704;154;;0,5262;0,3955;0,0043
Зориполис;CEHAC;small;no_market;6912;1;83795;11996;5600;1148;153;;0,5829;0,2454;0,0197
Арарино;Home;small;no_market;2335;10;62146;0;0;1557;153;;0,6707;0,1686;0,0898
Мираск;Other;small;market;18;1;80798;2;2;1954;153;;0,763;0,0096;0,2174
Дарполоград;Other;nano;no_market;0;0;41782;0;0;977;153;;0,7755;0,0217;0,1975
Солнвилоград;Fashion;medium;no_market;0;0;68801;473;238;971;153;;0,511;0,3209;0,0176
Зориск;CEHAC;nano;no_market;0;0;35284;13925;16;743;153;;1;0;0
Долхолмридж-7459;Other;nano;no_market;0;0;44009;27094;15482;972;153;;0,6312;0,2936;0,0002
Уралбринкент;Other;medium;no_market;14846;42;117105;0;0;3025;153;;0,2784;0,0749;0,5118
Эльольполис;DIY;nano;no_market;5555;2;56424;710;335;960;153;;0,6129;0,2011;0,1428
Арбринбург;FMCG;small;no_market;0;0;141805;0;0;1973;153;;0,1971;0,2229;0,4171
Устурельск;Other;small;no_market;875;2;192600;0;0;3125;153;;0;0;1
Стареринск;DIY;medium;no_market;14478;4;79230;218;0;1776;153;;0,9708;0,0029;0,0262
Горонпорт;Other;small;no_market;2782;1;51339;4;0;1809;153;;0,2876;0,2608;0,3845
